time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.5685	-6.25444	4.81564	2.28419	-0.616341	radar	4.38703	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.458	-6.29357	4.55319	2.13595	-0.767448	lidar	3.37814	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.8384	-5.90721	4.77009	2.22154	-0.625629	radar	0.546703	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.8997	-5.93335	4.82557	2.20153	-0.505466	lidar	5.03405	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.1076	-5.43376	4.84559	2.15704	-0.582808	radar	1.39805	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1882	-5.58674	4.75091	2.18227	-0.45005	lidar	0.269745	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3867	-5.13184	4.7605	2.15491	-0.451791	radar	1.38383	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5027	-5.16047	4.90064	2.15466	-0.418114	lidar	0.607312	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.5679	-5.1106	4.37109	2.1848	-0.340642	radar	5.86701	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7383	-4.8119	4.7321	2.12478	-0.397623	lidar	0.718928	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8146	-4.6816	4.43249	2.13821	-0.356001	radar	0.185266	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9575	-4.34457	4.84165	2.04666	-0.465254	lidar	0.495333	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0762	-4.30273	4.41011	2.03354	-0.620649	radar	11.3486	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1323	-3.80845	5.02908	1.93808	-0.573929	lidar	1.39768	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2635	-3.83342	4.50746	1.91039	-0.803757	radar	2.33613	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.1432	-3.28495	4.98275	1.75979	-0.791455	lidar	2.10031	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.383	-3.30904	4.61046	1.80377	-0.849822	radar	0.437219	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.198	-2.82837	4.8883	1.67511	-0.804112	lidar	0.231466	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4779	-3.00136	4.43609	1.76062	-0.760682	radar	0.818709	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4662	-2.51379	4.58361	1.7945	-0.453797	lidar	8.04864	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.588	-2.42646	4.5662	1.72379	-0.597271	radar	1.99755	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6158	-2.11319	4.49891	1.79974	-0.364306	lidar	0.547743	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6419	-1.85007	4.68632	1.69001	-0.464809	radar	2.63712	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5853	-1.61234	4.59755	1.65993	-0.547978	lidar	1.78619	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6405	-1.55106	4.49444	1.61065	-0.596059	radar	1.60784	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6063	-1.15099	4.61022	1.599	-0.558755	lidar	0.00911522	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.7009	-1.20965	4.38564	1.57397	-0.565003	radar	3.76447	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6709	-0.655352	4.72102	1.5904	-0.473486	lidar	0.632283	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.7037	-0.617536	4.57919	1.49198	-0.651816	radar	2.13536	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5573	-0.0860351	4.96777	1.45269	-0.630496	lidar	2.5753	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.6769	-0.154357	4.60053	1.42556	-0.672297	radar	1.95456	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.556	0.471981	5.14087	1.44608	-0.527061	lidar	1.19483	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.6416	0.281173	4.54708	1.40128	-0.541176	radar	2.19886	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.6129	1.01312	5.20293	1.49447	-0.34578	lidar	1.47318	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5412	0.737852	4.52514	1.39114	-0.365755	radar	4.90866	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4749	1.48315	5.11203	1.3924	-0.467304	lidar	0.847901	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4823	0.64543	3.9735	1.35678	-0.355257	radar	3.39501	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3628	1.90449	4.92296	1.33126	-0.495101	lidar	0.928914	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.365	1.25076	4.21783	1.29868	-0.436226	radar	1.14646	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2388	2.29895	4.72633	1.27413	-0.511355	lidar	0.979302	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.2329	1.81701	4.36384	1.27616	-0.366207	radar	0.875558	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0786	2.76908	4.79586	1.2191	-0.517425	lidar	0.122867	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-26.0756	2.38894	4.55458	1.18399	-0.568517	radar	3.75547	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8751	3.29517	5.02203	1.16557	-0.517403	lidar	1.28049	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.9123	3.01318	4.76138	1.14542	-0.54703	radar	2.5523	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6622	3.70101	4.91333	1.09861	-0.546506	lidar	0.330887	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.6958	3.37062	4.69277	1.08045	-0.563955	radar	0.394749	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5835	4.08885	4.6549	1.13796	-0.381136	lidar	2.87505	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.4607	3.77493	4.67878	1.03105	-0.533379	radar	0.201635	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2048	4.49943	4.83634	0.977243	-0.598918	lidar	2.96628	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.1378	4.21575	4.70846	0.99582	-0.429816	radar	9.17354	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9788	4.89277	4.77516	0.954481	-0.533417	lidar	0.287423	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8189	4.68562	4.8111	0.950037	-0.429813	radar	2.23857	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6069	5.29732	4.95231	0.855249	-0.612811	lidar	1.06957	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4989	5.08469	4.87724	0.865547	-0.564884	radar	0.934806	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.1955	5.62841	5.01269	0.733782	-0.71956	lidar	0.591489	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.2187	5.29243	4.7286	0.778379	-0.64337	radar	1.62116	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.8611	5.95231	4.93846	0.689875	-0.670933	lidar	0.245303	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8735	5.78531	4.72759	0.801262	-0.38252	radar	4.86581	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.5548	6.28038	4.83382	0.680414	-0.569626	lidar	0.73465	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.5552	6.21826	4.81115	0.792676	-0.329973	radar	1.1537	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.1163	6.69759	5.15653	0.666022	-0.488712	lidar	2.89249	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.1967	6.36852	4.63779	0.714207	-0.388628	radar	4.58988	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.7066	7.0316	5.20015	0.633064	-0.459593	lidar	0.084906	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.7774	6.68879	4.76041	0.640318	-0.496072	radar	2.10793	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.384	7.33559	5.00578	0.636412	-0.371831	lidar	1.25371	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2932	7.15816	5.11763	0.568659	-0.639235	radar	3.06982	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0795	7.67041	4.86776	0.670126	-0.24421	lidar	1.18306	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8045	7.82978	5.41023	0.641542	-0.364687	radar	7.09863	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6734	7.95087	4.89322	0.62653	-0.278887	lidar	0.070101	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4328	8.07124	5.29961	0.602896	-0.355267	radar	1.57824	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.1694	8.03079	4.81336	0.433949	-0.57718	lidar	4.2228	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-20.9223	8.62674	5.54527	0.646945	-0.200465	radar	2.65846	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8829	8.37528	4.68014	0.534844	-0.293134	lidar	4.15615	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.3997	8.96554	5.61635	0.553527	-0.424307	radar	3.63187	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3678	8.63319	4.96387	0.480313	-0.335973	lidar	2.09827	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-19.9914	9.17906	5.43547	0.543672	-0.284829	radar	1.50183	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9863	8.86709	4.84702	0.477159	-0.282167	lidar	0.466093	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.6151	9.31384	5.21025	0.522654	-0.206598	radar	1.50237	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5203	9.02159	4.85594	0.396556	-0.375868	lidar	0.387429	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.0446	9.71247	5.47974	0.48158	-0.325366	radar	2.61687	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.9053	9.17768	5.2209	0.290914	-0.494128	lidar	3.95972	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.6981	9.70493	5.1611	0.39515	-0.414533	radar	3.38088	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.4197	9.39416	5.25886	0.300285	-0.387673	lidar	0.514492	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2514	9.64866	5.06126	0.261396	-0.624284	radar	7.3116	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.8656	9.62968	5.46091	0.311171	-0.295385	lidar	1.37642	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7236	9.82923	4.97718	0.24442	-0.473967	radar	3.59745	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.3494	9.83684	5.49322	0.314916	-0.234576	lidar	0.183953	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2117	10.0044	5.04617	0.21331	-0.452176	radar	0.196651	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8591	10.0786	5.47949	0.35012	-0.127101	lidar	0.503588	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7038	10.1238	5.05387	0.182521	-0.415117	radar	0.191986	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4189	10.2937	5.32898	0.374172	-0.0589832	lidar	0.755551	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1637	10.306	5.1522	0.173416	-0.36998	radar	0.415174	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9465	10.334	5.14803	0.274447	-0.231759	lidar	2.21815	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6632	10.4243	5.12494	0.170877	-0.283469	radar	0.363504	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4912	10.33	4.94684	0.168018	-0.386638	lidar	2.125	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-14.9995	10.5989	5.43949	0.114686	-0.426942	radar	6.00619	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9791	10.4361	5.03273	0.148137	-0.350838	lidar	0.241495	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.5963	10.4896	5.03955	0.0966598	-0.226975	radar	7.57682	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4472	10.3565	5.05276	0.00444498	-0.550057	lidar	1.79583	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.0666	10.545	5.0914	0.0714025	-0.241843	radar	0.329565	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8956	10.6507	5.25824	0.168857	-0.144665	lidar	8.15503	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5161	10.6872	5.10795	0.121385	-0.0726502	radar	1.34658	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3673	10.6378	5.26093	0.0835189	-0.27386	lidar	0.712904	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0047	10.7297	5.13767	0.0793224	-0.168493	radar	0.410911	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8964	10.8538	5.1776	0.187861	-0.0344476	lidar	2.64357	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.4089	10.9064	5.29221	0.113467	-0.100465	radar	1.00965	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3767	10.7701	5.1528	0.0568191	-0.266395	lidar	2.43468	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-11.8964	10.9625	5.26982	0.110252	-0.0750145	radar	0.0475832	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9009	10.929	5.09549	0.1298	-0.0850116	lidar	1.56719	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.311	11.0337	5.36567	0.0948621	-0.111455	radar	1.33974	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4207	10.9662	5.03248	0.104439	-0.115816	lidar	0.143669	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-10.9527	10.8133	5.11656	-0.085727	-0.494459	radar	7.54081	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7886	10.8383	5.32856	-0.0446558	-0.36657	lidar	5.00283	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5018	10.7533	4.96705	-0.125368	-0.442372	radar	0.705498	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3225	10.8424	5.17278	-0.0529773	-0.316725	lidar	0.726298	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-9.98729	10.8289	4.78696	-0.0557948	-0.136678	radar	6.99478	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.81927	10.9631	5.14391	0.0271705	-0.112595	lidar	1.86053	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.69444	10.6596	4.49745	-0.124655	-0.194244	radar	2.64436	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30777	11.006	5.14576	0.0387665	-0.0708523	lidar	0.0777129	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.27162	10.5729	4.41798	-0.14232	-0.161798	radar	0.711534	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79391	11.0484	5.15456	0.0492089	-0.0388629	lidar	0.0478905	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.88751	10.4319	4.3014	-0.18281	-0.171359	radar	1.8352	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41677	10.8563	4.7959	-0.106626	-0.315175	lidar	6.72178	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.26745	10.5653	4.57373	-0.0803428	0.00567228	radar	4.34647	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77283	10.9032	5.22509	-0.0576272	-0.164979	lidar	5.64839	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.66774	10.6295	4.7877	-0.0168553	0.0936496	radar	1.81033	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.21565	10.8412	5.32957	-0.0929517	-0.198651	lidar	0.323406	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.18221	10.7037	4.8215	0.0407429	0.182238	radar	1.99915	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
